9,0,1,6,27,124,645,3906,27391,219192
2,0,1,6,27,124,645,3906,27391,219192
8,0,1,6,27,124,645,3906,27391,219192
6,0,1,6,27,124,645,3906,27391,219192
7,0,1,6,27,124,645,3906,27391,219192
3,0,1,6,27,124,645,3906,27391,219192
7,0,1,6,27,124,645,3906,27391,219192
2,0,1,6,27,124,645,3906,27391,219192
6,0,1,6,27,124,645,3906,27391,219192
2,0,1,6,27,124,645,3906,27391,219192
